	ProgrammingLanguageName	QueryID	PairID	QueryText	CommentText	SimilarityScore_1	SimilarityScore_2	SimilarityScore_3	SimilarityScore_4
47	PHP	30	Sylius_Sylius_LaminasPriorityQueueStub_1187	dohvatanje unutrašnjeg svojstva html taga	Izbaci obejkat iz reda. Ovo je drugačije od extract jer objekat više neće biti u redu. Ova operacija je potencijalno skupa jer zahteva reinicijalizaciju i ponovnu populaciju unutrašnjeg reda. Napomena: ovo izbacuje prvi pronađeni objekat koji se poklapa sa datim objektom. Ukoliko ih ima više, ostali neće biti izbačeni.	0	0	0	0
48	PHP	31	matomo-org_matomo_LocalTracker_997	pretvaranje string u broj	Tragač koji direktno koristi glavni Tracker.php	0	0	0	0
49	PHP	26	markrogoyski_math-php_Descriptive_3486	pretvaranje int u bool	Varijansa populacije - Koristi se kada su sva merenja dostupna. Ako se koristi na podskupu podataka može biti pristrasna varijansa. 	0	0	0	0
50	PHP	3	briannesbitt_Carbon_CarbonInterface_143	sortiranje string liste	Broj sekundi do kraja dana	0	0	0	0
51	PHP	78	TheAlgorithms_PHP_MaxCharacter_2067	dohvati opis http statusnog koda	Ova funkcija vraća znak koji je ponovljen maksimum br. puta u datom nizu	0	0	0	0
52	PHP	61	Intervention_image_Color_632	zamena http entiteta	Inicira objekat boje od datih R, G, B i A vrednosti	0	0	0	0
53	PHP	39	Intervention_image_ImageManager_504	šifriraj url	Kreiraj instancu upravljača u skladu sa konfiguracionim podešavanjima.	0	0	0	0
54	PHP	5	markrogoyski_math-php_ComplexMatrix_2609	postgresql konekcija	Potvrdi da li je matrica u potpunosti kompleksna.	0	0	0	0
55	PHP	47	php-pm_php-pm_ProcessSlave_1636	prekopiraj u klibord	Rukovodi pristiglim zahtevima i transformiše zahtev u odgovor referencom.	0	0	0	0
56	PHP	54	FriendsOfPHP_PHP-CS-Fixer_AbstractPhpdocTypesFixer_6899	kako dohvatiti naziv tabele iz baze	Pripremi tip i normalizuj ga.	0	0	0	0
57	PHP	50	matomo-org_matomo_Common2_883	kako nasumično izabrati broj	Proverava da li element ima zadatu CSS klasu.	0	0	0	0
58	PHP	45	PrestaShop_PrestaShop_Access_762	kako obrnuti string	Da li je pravo pristupa dodeljeno datom objektu uloge.	0	0	0	0
59	PHP	81	markrogoyski_math-php_NumericalIntegration_3022	pretvoriti utc vreme u epohu	Osnovna klasa za tehnike numeričke integracije. Tehnike numeričke integracije koriste se za približavanje vrednosti neodređenog integrala. Ova klasa svakoj tehnici daje skup uobičajenih alata i zahteva da svaka tehnika odredi n approximate() metoda za približavanje neodređenog integrala	0	0	0	0
60	PHP	20	tennc_webshell_Ani-Shell_1003	klasterizacija metodom k-srednjih vrednosti	Uzmite veličinu direktorijuma	0	0	0	0
61	PHP	88	markrogoyski_math-php_Descriptive_3490	kako pročitati sadržaj iz .gz zapakovanog fajla	Kvartili - Ekskluzivna metoda. Tri tačke koje skup podataka dele na četiri jednake grupe, a svaka grupa čini četvrtinu podataka	0	0	0	0
62	PHP	36	googleapis_google-api-php-client_ClientTest_677	parsiranje json datoteke	Testiranje da je ID token na pravi način osvežen.	0	0	0	0
63	PHP	11	CachetHQ_Cachet_helpers_1162	linearna regresija	Dohvati tamniju nijansu boje.	0	0	0	0
64	PHP	18	briannesbitt_Carbon_CarbonInterval_236	lepo ispiši json	Proverava da li je makro registrovan. 	0	0	0	0
65	PHP	7	walkor_Workerman_Worker_6966	postavljanje radnog direktorijuma	Nabavite globalnu instancu petlje događaja	0	0	0	0
66	PHP	60	PHPOffice_PHPWord_TemplateProcessor_951	kako odrediti da li je string valida reč	?uvanje dokument rezultata u korisni?ki definisanu datoteku.	0	0	0	0
67	PHP	14	DesignPatternsPHP_DesignPatternsPHP_AddMessageDateCommand_7426	pretvaranje decimalnog u heksadecimalni broj	Poništi poslednju komandu i napravi prijemnik koji će da onemogući prikazivanje datuma poruke.	0	0	0	0
68	PHP	59	markrogoyski_math-php_Eigenvector_2617	prilagođeni http odgovor greške	Pronađite nulte kolone	0	0	0	0
69	PHP	58	PHPOffice_PHPWord_FootnotePropertiesTest_1052	regex ne razlikuje velika i mala slova	Test će izbaciti izuzetak ukoliko je prosleđen broj u lošem formatu.	0	0	0	0
70	PHP	48	thephpleague_csv_HTMLConverter_315	pretvaranje html stranice u pdf	Postavlja naziv HTML td polja. 	0	0	0	0
71	PHP	2	PrestaShop_PrestaShop_AttributeGroup_832	pretvaranje string u datum	Briše trenutnu AttributeGroup iz baze podataka.	0	0	0	0
72	PHP	97	ThingEngineer_PHP-MySQLi-Database-Class_MysqliDb_559	izlaz u html datoteku	Ovaj metod vraća ID poslednje dodate stavke.	0	0	0	0
73	PHP	78	PHPOffice_PHPWord_SettingsTest_1018	dohvati opis http statusnog koda	Testiraj funkcije za postavljanje i dohvatanje podrazmevane veličine fonta.	0	0	0	0
74	PHP	71	symfony_finder_Finder_1099	izvlačenje podataka iz sadržaja html koda	Sortira fajlove i direktorijume po tipu (direktorijumi pre fajlova), pa onda po imenu. Ovo može biti sporo jer svi fajlovi i direktorijumi moraju biti dohvaćeni zarad poređenja.	0	0	0	0
75	PHP	36	PHPOffice_PHPWord_Settings_899	parsiranje json datoteke	 PHPWord klasa za podešavanje	0	0	0	0
76	PHP	46	Intervention_image_ResizeCanvasCommand_617	pročitaj svojstva datoteke	Promeni veličinu granica u kojima se proteže slika.	0	0	0	0
77	PHP	58	markrogoyski_math-php_SimpsonsRule_3028	regex ne razlikuje velika i mala slova	Koristite Simpsonovo pravilo za približavanje konačnog integrala funkcije f(x). Naš ulaz može podržati ili skup nizova, ili funkciju povratnog poziva sa argumentima (da bi se dobio niz nizova). Svaki niz u našem ulazu sadrži dva broja koji odgovaraju koordinatama (x, i) ili ekvivalentno, (x, f (x)), funkcije f(x) čiji konačni integral aproksimiramo. Napomena: Simpsonova metoda zahteva da imamo paran broj podintervala (moramo dostaviti neparan broj tačaka) i da je veličina svakog podintervala jednaka (razmak između svake tačke je jednak). Granice definitivnog integrala kojem se približavamo određuju naši unosi. Primer: approximate([0, 10], [5, 5], [10, 7]) će približite konačni integral funkcije koja daje ove koordinate sa donjom granicom 0, a gornjom granicom 10. Primer: approximate(funkcija ($x) {vrati $x skup nizova procenjujući povratni poziv u 5 ravnomerno raspoređenih tačaka između 0 i 4. Zatim će se ovaj niz koristiti u našoj aproksimaciji	0	0	0	0
78	PHP	82	Intervention_image_ResizeCommand_618	sve permutacije liste	 Menja dimenzije slike	0	0	0	0
79	PHP	2	PHPOffice_PHPExcel_PHPExcel_111	pretvaranje string u datum	Vra?a nazive listova	0	0	0	0
80	PHP	66	Intervention_image_AbstractColor_407	baferisano čitanje teksta čitačem fajlova	Inicijalizuj objekat boje iz datog R, G i B vrednosti.	0	0	0	0
81	PHP	1	phacility_phabricator_diff_match_patch_471	red sa prioritetom	Za originalni tekst i enkodiran string razlika računa razliku između dva teksta.	0	0	0	0
82	PHP	50	src_Regressors_KNNRegressor_944	kako nasumično izabrati broj	KNN regresor. Verzija algoritma K najbližih suseda koja koristi prosek (srednju vrednost) ishoda predviđanja pogodnih za regresione probleme.	0	0	0	0
83	PHP	49	php-pm_php-pm_ProcessSlave_1633	konverzija json u xml datoteku	Pokušaj konekcije kroz unik soket sve dok ne uspe. Ovo je rešenje za problem kod koga se pokreće (tvrdo kodirano) 1s soketa isticanje vremena zbog zauzetog soketa	0	0	0	0
84	PHP	52	googleapis_google-api-php-client_Verify_671	Nelder-Mead optimizacija	Omotač oko Google Access Tokena koji pruža pogodnosti	0	0	0	0
85	PHP	13	guzzle_guzzle_MessageFormatter_1408	upisivanje u csv datoteku	Formatira log poruke koristeći zamenu promenljivih za zahteve, odgovore, i druge podatke o transakcijama. Podržane su sledeće zamene promenljivih: \\ n \\ n - {zahtev}: Puna poruka HTTP zahteva \\ n - {response}: Potpuna HTTP poruka odgovora \\ n - {ts}: ISO 8601 datum u GMT \\ n - {date_iso_8601} ISO 8601 datum u GMT \\ n - {date_common_log} Apache zajednički datum evidencije pomoću konfigurisane vremenske zone. \\ n - {host}: Domaćin zahteva \\ n - {method}: Metod zahteva \\ n - {uri}: URI zahteva \\ n - {version}: Verzija protokola \\ n - {target}: Cilj zahteva (path + query + fragment) \\ n - {hostname}: Ime hosta mašine koja je poslala zahtev \\ n - {code}: Statusni odgovor odgovora (ako je dostupan) \ \ n - {phrase}: Fraza razloga odgovora (ako je dostupna) \\ n - {error}: Sve poruke o grešci (ako su dostupne) \\ n - {res_header_ - {res_header_ - {res_headers}: Zahtevanje zaglavlja \\ n - {res_headers}: Odgovor zaglavlja \\ n - {res_body}: Telo zahteva \\ n - {res_body}: Telo odgovora	0	0	0	0
86	PHP	1	Intervention_image_Size_532	red sa prioritetom	Izra?unava trenutni odnos širine i visine	0	0	0	0
87	PHP	51	markrogoyski_math-php_Validation_3045	normalna raspodela	Potvrdi da su početak i kraj intervala jedinstveni brojevi.	0	0	0	0
88	PHP	6	hamcrest_hamcrest-php_FactoryParameter_2309	konfuziona matrica	Izvuci kod deklaracije	0	0	0	0
89	PHP	36	botman_botman_BotMan_538	parsiranje json datoteke	Osluškiva? za slike.	0	0	0	0
90	PHP	67	Intervention_image_ImageServiceProviderLaravelRecent_519	aes šifrovanje u ctr načinu rada	Pokreni imagecache.	0	0	0	0
91	PHP	29	PrestaShop_PrestaShop_AddressFormat_798	odprema json datoteke pomoću HttpClient POST zahteva	Postavi izgled ključa sa pouzdanom vrednošću.	0	0	0	0
92	PHP	56	markrogoyski_math-php_ArbitraryInteger_2902	pronađi int unutar stringa	Negacija - množenje sa -1	0	0	0	0
93	PHP	34	PHPOffice_PHPWord_TemplateProcessor_948	filtriranje niza	Izbriši tekstualni blok.	0	0	0	0
94	PHP	3	dompdf_dompdf_JavascriptEmbedder_623	sortiranje string liste	Usađuje javascript u PDF dokument	0	0	0	0
95	PHP	23	googleapis_google-api-php-client_VerifyTest_694	određivanje proteklog vremena korišćenjem časovnika	Većina logike za proveru ID tokena je u AuthTest delu ovo je samo opšta provera kako bismo bili sigurni da verifikujemo važeći ID token ako postoji	0	0	0	0
96	PHP	58	DesignPatternsPHP_DesignPatternsPHP_Handler_7422	regex ne razlikuje velika i mala slova	 Ovaj pristup koriš?enjem šablona metode šablona omogu?ava da svaka potklasa neće zaboraviti da pozove svog prethodnika. 	0	0	0	0
97	PHP	48	PHPOffice_PHPExcel_PHPExcel_121	pretvaranje html stranice u pdf	 Vra?a kolekciju ranih knjiga cellStyleXfs	0	0	0	0
98	PHP	12	Intervention_image_Font_589	vreme tolerisanja za prijem na soketu	Funkcija filtriranja za pristup unutrašnjim celobrojnim font vrednostima	0	0	0	0
99	PHP	49	Sylius_Sylius_LaminasPriorityQueueStub_1197	konverzija json u xml datoteku	Da li red ima stavku sa datim prioritetom?	0	0	0	0
100	PHP	25	Intervention_image_BackupCommand_657	dohvatanje trenutne ip adrese	Čuva rezervne kopije trenutnog stanja jezgra slike	0	0	0	0
101	PHP	22	markrogoyski_math-php_Eigenvalue_2614	html šifrovan string	Izrađuje sopstvene vrednosti za kvadratne matrice 2x2 - 4x4 \ n \ n Dat je matrica [a b]\n A =  [c d]. Pronađi sve Î »takve da:  |A-IÎ»| = 0. To se postiže pronalaženjem korena poliniomija koji nastaje prilikom izračunavanja odrednice matrice. Odrednica polinom izračunava se pomoću polinomske aritmetike	0	0	0	0
102	PHP	28	PrestaShop_PrestaShop_AddressFormat_796	dohvatanje putanje izvršavanja	Za dato ime polja vrati naziv tab sekcije u kojem se pojavljuje.	0	0	0	0
103	PHP	73	Intervention_image_ChecksumCommand_548	dohvatanje svih roditelja xml čvora	 Ra?una kontolnu sumu za datu sliku	0	0	0	0
104	PHP	74	bcit-ci_CodeIgniter_Common_338	kako rekurzivno raspakovati zip datoteku	Da li je HTTPS? Određuje da li se aplikaciji može pristupiti sa enkriptovanom (HTPPS) konekcijom. 	0	0	0	0
105	PHP	43	Intervention_image_FitCommand_667	kako štiklirati checkbox	 Ise?e i promeni veli?inu slici u isto vreme	0	0	0	0
106	PHP	36	PrestaShop_PrestaShop_Alias_808	parsiranje json datoteke	Glavna klasa za pseudonim.	0	0	0	0
107	PHP	9	PHPOffice_PHPExcel_PHPExcel_121	binomna raspodela	 Vra?a kolekciju ranih knjiga cellStyleXfs	0	0	0	0
108	PHP	64	briannesbitt_Carbon_CarbonInterval_221	levenshteinova slicnost stringova	 Vra?a kopiju instance. 	0	0	0	0
109	PHP	90	php-pm_php-pm_ProcessSlave_1633	otpakovanje podataka iz tekstualne datoteke	Pokušaj konekcije kroz unik soket sve dok ne uspe. Ovo je rešenje za problem kod koga se pokreće (tvrdo kodirano) 1s soketa isticanje vremena zbog zauzetog soketa	0	0	0	0
110	PHP	8	CachetHQ_Cachet_RemoveIncidentCommand_1173	grupisanje po izbrojanim podacima	 Kreiranje nove instance komande za uklanjanje incidenta.	0	0	0	0
111	PHP	49	yiisoft_yii2_BaseYii_998	konverzija json u xml datoteku	Konfiguriše objekat sa početnim vrednostima svojstava	0	0	0	0
112	PHP	66	symfony_http-foundation_Response_8045	baferisano čitanje teksta čitačem fajlova	Čisti ili ispira izlazne bafere do ciljanog nivoa. Rezultatni nivo može biti veći od ciljnog ako je naišao na ne uklonjivi bafer	1	1	1	1
113	PHP	49	PrestaShop_PrestaShop_Attachment_813	konverzija json u xml datoteku	Glavna klasa za priložene fajlove.	0	0	0	0
114	PHP	17	Intervention_image_Color_569	pretvaranje json u csv	Izračunaj celobrojnu vrednost trenutne instance boje	0	0	0	0
115	PHP	4	markrogoyski_math-php_Integer_2969	čuvanje liste u datoteku	Radikal (ili jezgro bez kvadrata) Radikal pozitivnog celog broja proizvod je njegovih različitih osnovnih faktora	0	0	0	0
116	PHP	31	getgrav_grav_Debugger_1159	pretvaranje string u broj	Inicijalizuj objekat klase debager.	0	0	0	0
117	PHP	3	CachetHQ_Cachet_AnalysisTest_1196	sortiranje string liste	 Ovo je klasa za analizu testa. 	0	0	0	0
118	PHP	69	symfony_finder_MultiplePcreFilterIterator_1156	štampanje rezimea modela	Proverava da li je string regex.	0	0	0	0
119	PHP	22	Intervention_image_Driver_648	html šifrovan string	Proveri da li je dati argument ispravljen sa trenutnim ograničenjem.	0	0	0	0
120	PHP	15	bcit-ci_CodeIgniter_Common_337	izvoz podataka u excel	Vrac?a niz MIME tipova iz config / mimes.php	0	0	0	0
121	PHP	3	botman_botman_BotMan_541	sortiranje string liste	Oslukiva? za priloge lokacije. 	0	0	0	0
122	PHP	43	CachetHQ_Cachet_CreateComponentCommand_1165	kako štiklirati checkbox	Ovo je klasa koja pravi komponente naredbi.	0	0	0	0
123	PHP	24	dompdf_dompdf_Helpers_613	parsiranje binarne datoteke u prilagođenu klasu	Pretvori decimalane u rimske brojeve.	0	0	0	0
124	PHP	88	markrogoyski_math-php_ArbitraryInteger_2913	kako pročitati sadržaj iz .gz zapakovanog fajla	Pomeranje bitova objekta za bits koraka u levo.	0	0	0	0
125	PHP	52	BookStackApp_BookStack_2014_10_12_100000_create_password_resets_table_763	Nelder-Mead optimizacija	Pokreni migraciju	0	0	0	0
126	PHP	83	Intervention_image_Color_631	izvuci geografsku širinu i dužinu iz datog unosa	 Inicira objekat boje od datih R, G i B vrednosti	0	0	0	0
127	PHP	39	Intervention_image_ImageServiceProviderLaravelRecent_517	šifriraj url	 Registruje provajdera usluga	0	0	0	0
128	PHP	73	Intervention_image_Argument_544	dohvatanje svih roditelja xml čvora	 Odre?uje da li trenutni vrednost argumenta mora biti numeri?ka izme?u datih vrednosti	0	0	0	0
129	PHP	21	PHPOffice_PHPExcel_Cell_186	povezivanje na sql server	Uporedi dve ćelije	0	0	0	0
130	PHP	71	ThingEngineer_PHP-MySQLi-Database-Class_MysqliDb_540	izvlačenje podataka iz sadržaja html koda	Postavlja ime konekcije koja će se koristiti u sledećem upitu.	0	0	0	0
131	PHP	13	markrogoyski_math-php_Eigenvector_2616	upisivanje u csv datoteku	Broj redova koji sadrže sve nule, počevši od dna.	0	0	0	0
132	PHP	77	fzaninotto_Faker_Iban_929	kopiranje putanje fajla	Proverava da li IBAN ima validnu checksumu	0	0	0	0
133	PHP	15	markrogoyski_math-php_Interpolation_2989	izvoz podataka u excel	Sortira koordinate prema njihovoj x komponenti u rastućem poretku.	0	0	0	0
134	PHP	18	symfony_finder_SplFileInfo_1119	lepo ispiši json	Vraća sadržaj fajla.	0	0	0	0
135	PHP	53	symfony_http-kernel_CacheWarmerAggregate_3111	hashset za određivanje broja različitih elemenata	Ažuriraj keš.	0	0	0	0
136	PHP	72	src_Clusterers_KMeans_810	toplotna mapa iz 3d koordinata	Grupiši skup podataka dodeljivanjem labele svakom uzorku.	0	0	0	0
137	PHP	81	Intervention_image_Color_569	pretvoriti utc vreme u epohu	 Izra?unava celobrojnu vrednost trenutne instance boje	0	0	0	0
138	PHP	86	DesignPatternsPHP_DesignPatternsPHP_HelloCommand_6398	memoizacija na disk - persistentna memoizacija	"Ova konkretna komanda poziva ""ispiši"" metodu na prijemniku. Tada će pozivalac znati da može da pozove ""izvrši"" metodu."	0	0	0	0
139	PHP	85	danielstjules_Stringy_Stringy_10262	pretvoriti uint8 niz u sliku	Skraćuje string i menja uzastopne razmake sa pojedinačnim razmacima. Razmaci uključuju tabove i karaktere za novi red, kao i višebajtovske razmake.	0	0	0	0
140	PHP	37	PHPOffice_PHPExcel_Cell_186	dohvati trenutnu vrednost posmatrača	Poredi 2 ?elije	0	0	0	0
141	PHP	79	Intervention_image_Decoder_645	nasumično izvuci x stavki iz liste	Inicira novu sliku iz binarnih podataka	0	0	0	0
142	PHP	72	jorgecasas_php-ml_EigenTransformerBase_897	toplotna mapa iz 3d koordinata	Klasa za računanje sopstvenih parova (vrednosti i vektora) date matrice sa obaziranjem da numFeatures ili totalVariance budu očuvane.	0	0	0	0
143	PHP	14	markrogoyski_math-php_Normal_3166	pretvaranje decimalnog u heksadecimalni broj	Funkcija gustine verovatnoće-	0	0	0	0
144	PHP	3	PHPOffice_PHPWord_TemplateProcessor_949	sortiranje string liste	Čuva rezultujući dokument	0	0	0	0
145	PHP	40	Intervention_image_MaskCommand_677	kreiraj kolačić	Primenjuje alfa masku na sliku 	0	0	0	0
146	PHP	52	thephpleague_csv_EmptyEscapeParser_525	Nelder-Mead optimizacija	Filtrira dostavljeni dokument.	0	0	0	0
147	PHP	70	Intervention_image_AbstractColor_405	jedinstveni elementi	Inicijalizuj objekat boje iz datog stringa.	0	0	0	0
148	PHP	50	Respect_Validation_CustomRule_1795	kako nasumično izabrati broj	Primer prilago?enog pravila koje nema izuzetak.	0	0	0	0
149	PHP	81	fzaninotto_Faker_Iban_929	pretvoriti utc vreme u epohu	Proverava da li IBAN ima validnu checksumu	0	0	0	0
150	PHP	73	briannesbitt_Carbon_CarbonPeriod_326	dohvatanje svih roditelja xml čvora	Konvertuje datumski period u string. 	0	0	0	0
151	PHP	39	yiisoft_yii2_BaseYii_991	šifriraj url	Prikazuje niz koji predstavlja trenutnu verziju Iii okvira	0	0	0	0
152	PHP	95	symfony_http-kernel_CacheWarmerAggregate_3111	parsiranje query stringa u url-u	Ažuriraj keš.	0	0	0	0
153	PHP	92	thephpleague_csv_AbstractCsv_191	čitanje elemenata iz html-a - <td>	Vrati trenutni razdvojni karakter.	0	0	0	0
154	PHP	69	markrogoyski_math-php_Eigenvector_2617	štampanje rezimea modela	Pronađite nulte kolone	0	0	0	0
155	PHP	58	Respect_Validation_Factory_1756	regex ne razlikuje velika i mala slova	 Vra?a podrazumevanu vrednost instance Factory.	0	0	0	0
